id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/hkrul_mar																
2022041008	art_set_hkrul_jk	0	0		none	hkrul_uniform_jk			hkrul_mar_campaign_map_big_ship	wh_main_campaign_emp_ship_heavy	cam_lord_hu1_wh3_marienburg_dagger_cane	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
2022041009	art_set_hkrul_pg	0	0		none	hkrul_uniform_pg			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword	cam_agent_ship_01	cam_heavy_ship_01	0	0	0
2022041010	hkrul_hendrik	0	0		none	hkrul_hendrik			hkrul_mar_campaign_map_big_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
2022041011	hkrul_solkan	0	0		none	hkrul_solkan			wh_main_campaign_emp_ship_light	wh_main_campaign_emp_ship_heavy	cam_pr7_felix_2h_sword	cam_agent_ship_01	cam_heavy_ship_01	0	0	0
2022041012	hrul_mar_caravan_commander_06	0	0		none	hrul_mar_caravan_commander_06			hkrul_mar_campaign_map_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_pistol	cam_light_ship_01	cam_heavy_ship_01	0	0	0
2022041013	hrul_mar_caravan_commander_07	0	0		none	hrul_mar_caravan_commander_07			hkrul_mar_campaign_map_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_pistol	cam_light_ship_01	cam_heavy_ship_01	0	0	0
2022041014	hrul_mar_caravan_commander_08	0	0		none	hrul_mar_caravan_commander_08			hkrul_mar_campaign_map_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_pistol	cam_light_ship_01	cam_heavy_ship_01	0	0	0
2022041015	hrul_mar_caravan_commander_09	0	0		none	hrul_mar_caravan_commander_09			hkrul_mar_campaign_map_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_pistol	cam_light_ship_01	cam_heavy_ship_01	0	0	0
2022041016	hrul_mar_caravan_commander_10	0	0		none	hrul_mar_caravan_commander_10			hkrul_mar_campaign_map_ship	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_pistol	cam_light_ship_01	cam_heavy_ship_01	0	0	0
