effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/hkrul_mar				
hkrul_deneuwe	rhox_mar_egmond_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	wh3_dlc20_chs_lord_trait_vilitch_cotw_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	hkrul_mar_caravan_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	wh3_main_effect_winds_of_magic_technology	faction_to_force_own	3.0000	start_turn_completed
hkrul_deneuwe	wh3_main_effect_character_tze_grimoires	faction_to_faction_own_unseen	5.0000	start_turn_completed
hkrul_mar	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10.0000	start_turn_completed
hkrul_mar	hkrul_mar_cost_ports	faction_to_region_own_unseen	-20.0000	start_turn_completed
hkrul_mar	hkrul_mar_innate_reikland	faction_to_faction_own_unseen	-125.0000	start_turn_completed
hkrul_mar	hkrul_mar_marienburg_units	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar	hkrul_mar_caravan_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_bundle_alicia	wh2_dlc10_effect_ability_enable_guardian	character_to_character_own	1.0000	start_turn_completed
hkrul_mar_bundle_alicia	wh_main_effect_force_stat_melee_defence	agent_to_parent_army_general_own	15.0000	start_turn_completed
hkrul_mar_bundle_jaan	rhox_mar_jaan_double_cathay_caravan	character_to_faction_unseen	100.0000	start_turn_completed
hkrul_mar_bundle_jaan	wh_main_effect_economy_trade_tariff_mod	character_to_faction_unseen	25.0000	start_turn_completed
hkrul_mar_bundle_jaan	wh_main_faction_xp_increase_generals	character_to_province_own_factionwide	5.0000	start_turn_completed
hkrul_mar_bundle_jaan	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own	5.0000	start_turn_completed
hkrul_mar_bundle_jaan2	hkrul_effect_xp_stealing_jaan_hidden	character_to_character_own	35.0000	start_turn_completed
hkrul_mar_bundle_jaan2	hkrul_mar_bundle_simon_hidden	general_to_force_own	-70.0000	start_turn_completed
hkrul_mar_bundle_simon	hkrul_mar_bundle_simon_hidden	character_to_force_own	-75.0000	start_turn_completed
hkrul_mar_bundle_simon	wh2_dlc10_effect_ability_enable_guardian	character_to_character_own	1.0000	start_turn_completed
hkrul_mar_choice_1_dil_1	hkrul_mar_choice_1_dil_1	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_1_dil_2	hkrul_mar_choice_1_dil_2	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_1_dil_3	hkrul_mar_choice_1_dil_3	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_1_dil_4	hkrul_mar_choice_1_dil_4	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_2_dil_1	hkrul_mar_choice_2_dil_1	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_2_dil_2	hkrul_mar_choice_2_dil_2	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_2_dil_3	hkrul_mar_choice_2_dil_3	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_choice_2_dil_4	hkrul_mar_choice_2_dil_4	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_pirate_banner	wh2_dlc17_effect_ability_enable_rowdy	character_to_character_own_banner	1.0000	start_turn_completed
hkrul_mar_pirate_banner	wh_main_effect_character_stat_weapon_strength	character_to_character_own_banner	5.0000	start_turn_completed
hkrul_mar_rebel	wh2_main_effect_force_stat_melee_attack_vs_human	force_to_force_own	30.0000	start_turn_completed
hkrul_mar_rebel	wh2_main_effect_force_stat_weapon_strength_vs_humans	force_to_force_own	25.0000	start_turn_completed
hkrul_mar_ritual_diplomacy	wh_main_faction_xp_increase_generals	faction_to_province_own	3.0000	start_turn_completed
hkrul_mar_ritual_merchant	wh_main_effect_province_growth_other	faction_to_province_own	25.0000	start_turn_completed
hkrul_mar_ritual_merchant	hkrul_mar_carriers_phys	faction_to_army_own	20.0000	start_turn_completed
hkrul_mar_ritual_merchant	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	15.0000	start_turn_completed
hkrul_mar_ritual_merchant	hkrul_mar_artisan	faction_to_region_own	25.0000	start_turn_completed
hkrul_mar_ritual_merchant	hkrul_mar_trade_agreements_visible_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_mar_ritual_rebels	hkrul_mar_time_ports	faction_to_province_own	-1.0000	start_turn_completed
hkrul_mar_ritual_rebels	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	20.0000	start_turn_completed
hkrul_mar_ritual_rebels	rhox_mar_landship_repair	faction_to_force_own	1.0000	start_turn_completed
hkrul_mar_ritual_voyage	hkrul_mar_movement_range_enemy	faction_to_force_enemy_region_text	-30.0000	start_turn_completed
hkrul_mar_ritual_voyage	wh3_main_effect_public_order_control_level	faction_to_province_own	-3.0000	start_turn_completed
