unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/rhox_fooger																																													
hkrul_fooger		-1	lord	1	false	hkrul_fooger	1	0	900	wh_main_shp_transport	1	1	1	1000	250	heavy		0	1347056674	false	wh_main_vo_culture_Dwarf	lord_infantry_axe	0	true	dwf_warrior_15_degrees		true		900.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Lord	0	true	false	0	false	false		0.0000	true	1	false
hkrul_mar_fooger_qual		-1	melee_infantry	1	false	hkrul_mar_qual	100	0	450	wh_main_shp_transport	1	1	100	450	135	heavy		0	1347056675	true	wh_main_vo_culture_Dwarf	hkrul_mar_infantry_axe	1	false	dwf_warrior_30_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_fooger_qual_great		-1	missile_infantry	1	false	hkrul_mar_qual_great	80	0	600	wh_main_shp_transport	1	1	100	600	153	heavy		0	1347056676	true	wh_main_vo_culture_Dwarf	hkrul_mar_missile_infantry_bow	2	false	dwf_warrior_15_degrees		false		215.0000	385.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_miners_0		-1	melee_infantry	1	false	wh_main_dwf_inf_miners_0	100	0	325	wh_main_shp_transport	1	1	100	325	81	heavy		0	1347056677	true	wh_main_vo_culture_Dwarf	infantry_pickaxe	1	false	dwf_warrior_15_degrees		false		325.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_miners_1		-1	melee_infantry	1	false	wh_main_dwf_inf_miners_1	100	0	425	wh_main_shp_transport	1	1	100	425	106	heavy		0	1347056678	true	wh_main_vo_culture_Dwarf	infantry_pickaxe	1	false	dwf_warrior_30_degrees		false		325.0000	100.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_longbeards		-1	melee_infantry	1	false	wh_main_dwf_inf_longbeards	100	0	700	wh_main_shp_transport	1	1	100	700	175	heavy		0	1347056679	true	wh_main_vo_culture_Dwarf	infantry_axe	2	false	dwf_warrior_15_degrees		false		700.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_longbeards_1		-1	melee_infantry	1	false	wh_main_dwf_inf_longbeards_1	100	0	750	wh_main_shp_transport	1	1	100	750	188	heavy		0	1347056680	true	wh_main_vo_culture_Dwarf	infantry_axe_great	2	false	dwf_warrior_15_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_thunderers_0		-1	missile_infantry	1	false	wh_main_dwf_inf_thunderers_0	80	0	700	wh_main_shp_transport	1	1	80	700	175	heavy		0	1347056681	true	wh_main_vo_culture_Dwarf	missile_infantry_rifle	2	false	dwf_warrior_45_degrees		false		210.0000	490.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_dlc06_dwf_inf_rangers_0		-1	missile_infantry	1	false	wh_dlc06_dwf_inf_rangers_0	80	0	525	wh_main_shp_transport	1	1	80	525	131	heavy		0	1347056682	true	wh_main_vo_culture_Dwarf	missile_infantry_bow	2	false	dwf_warrior_15_degrees		false		125.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_dlc06_dwf_inf_rangers_1		-1	missile_infantry	1	false	wh_dlc06_dwf_inf_rangers_1	80	0	650	wh_main_shp_transport	1	1	80	650	163	heavy		0	1347056683	true	wh_main_vo_culture_Dwarf	infantry_axe_throwing	2	false	dwf_warrior_15_degrees		false		195.0000	455.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_art_organ_gun		-1	warmachine	2	false	wh_main_dwf_art_organ_gun	32	0	1100	wh_main_shp_transport	1	1	32	1100	275	heavy		0	1347056684	true	wh_main_vo_culture_Dwarf	field_gun	3	false	dwf_warrior_15_degrees		false		110.0000	990.0000	true	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_fooger_wh_main_dwf_inf_hammerers		-1	melee_infantry	2	false	wh_main_dwf_inf_hammerers	100	0	1200	wh_main_shp_transport	1	1	100	1200	300	heavy		0	1347056685	true	wh_main_vo_culture_Dwarf	infantry_hammer_great	3	false	dwf_lord_units		false		1200.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_fooger_caravan_master		-1	lord	1	false	hkrul_fooger_caravan_master	1	0	900	wh_main_shp_transport	1	1	1	1000	250	heavy		0	1347056686	false	wh_main_vo_culture_Dwarf	lord_infantry_axe	0	true	dwf_warrior_15_degrees		true		900.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Lord	0	true	false	0	false	false		0.0000	true	1	false
